869 20.288 0.003 1 0.707 0.707   0.685   0.024   0.231   0.020 24 24  2
870 21.153 0.006 1 0.799 0.799   0.631   0.070   0.298   0.045  0  0  2
872 19.838 0.002 1 0.703 0.703 -99.000 -99.000 -99.000 -99.000  0  0  1
873 20.126 0.003 1 0.789 0.828 -99.000 -99.000 -99.000 -99.000  0  0 11
874 20.363 0.003 1 0.865 0.865   0.732   0.069   0.111   0.055 30 20  1
875 21.083 0.007 1 0.653 0.712   0.603   0.089   0.145   0.056  0  0 11
877 20.953 0.007 1 0.700 0.754   0.634   0.103   0.267   0.065  0  0 11
878 21.233 0.007 1 0.673 0.673   0.538   0.046   0.102   0.036  0  0  1
879 21.001 0.008 1 0.648 0.708   0.562   0.099   0.127   0.065  0  0 11
880 21.322 0.013 1 0.794 0.794   0.657   0.115   0.057   0.073  0  0  3
882 20.591 0.007 1 0.825 0.825   0.716   0.137   0.241   0.077 24 24  3
883 21.379 0.017 1 0.781 0.781   0.732   0.121   0.082   0.062  0  0  3
884 21.403 0.010 1 0.817 0.817   0.514   0.146   0.232   0.084  0  0  3
886 21.375 0.012 1 0.833 0.833   0.560   0.145   0.170   0.080  0  0  3
888 20.612 0.007 1 0.773 0.773   0.630   0.080   0.053   0.051  0  0  3
889 20.976 0.009 1 0.800 0.800   0.644   0.105   0.180   0.057  0  0  3
890 21.128 0.010 1 0.800 0.800   0.703   0.127   0.205   0.073  0  0  3
891 20.346 0.006 1 0.726 0.726   0.770   0.087   0.147   0.050 20 20  3
892 19.348 0.005 1 0.632 0.632   0.386   0.025   0.114   0.018 10 10  3
893 20.090 0.005 1 0.810 0.810   0.853   0.089   0.230   0.046 24 24 14
897 20.264 0.006 1 0.762 0.762   0.895   0.064   0.275   0.034 24 24  3
898 21.350 0.014 1 0.835 0.835   0.622   0.137   0.067   0.078  0  0  3
899 21.404 0.016 1 0.835 0.835   1.023   0.100   0.395   0.040  0  0  3
904 20.179 0.009 1 0.765 0.765   0.832   0.105   0.104   0.056 20 20 15
